time,place tortilla on cutting board,scoop peanut butter from the jar with a knife,spread peanut butter on the tortilla,wipe off knife with a paper towel,scoop grape jelly from the jar with a knife,spread grape jelly on the tortilla,roll tortilla into a roll,grab toothpicks,insert toothpicks into the roll,cut the ends of the tortilla,grab string,slide string under the tortilla,slice the wrap into small pieces using a string,place the mini wraps onto the plate
156.8,0.0575,0.0443,0.1206,0.0164,0.0765,0.1521,0.0527,0.0488,0.0177,0.044,0.2618,0.0179,0.0421,0.0476
157.0,0.0551,0.0473,0.1211,0.0172,0.0783,0.1332,0.052,0.0507,0.0185,0.0404,0.2739,0.018,0.0421,0.0524
157.2,0.0561,0.0457,0.115,0.0211,0.0753,0.1331,0.0465,0.0554,0.019,0.0419,0.2776,0.0187,0.0413,0.0532
157.4,0.064,0.0493,0.1095,0.0228,0.0778,0.1356,0.0473,0.0531,0.0174,0.0432,0.2662,0.0206,0.0409,0.0524
157.6,0.0735,0.0524,0.1036,0.0243,0.0805,0.1402,0.0474,0.0497,0.0154,0.0449,0.254,0.0228,0.04,0.0514
157.8,0.0786,0.0529,0.1013,0.0253,0.089,0.1448,0.0461,0.0482,0.0145,0.0467,0.2328,0.0244,0.0403,0.0551
158.0,0.0885,0.0508,0.1039,0.0236,0.0912,0.1495,0.0448,0.043,0.0129,0.0514,0.204,0.0269,0.0446,0.0649
158.2,0.096,0.0472,0.1053,0.0213,0.0906,0.1481,0.0454,0.0385,0.0117,0.058,0.1774,0.0261,0.0527,0.0818
158.4,0.1046,0.0481,0.1055,0.0191,0.0925,0.1489,0.0464,0.0349,0.0106,0.0597,0.1571,0.0261,0.0545,0.0921
158.6,0.126,0.0418,0.1119,0.0156,0.0849,0.1569,0.048,0.0343,0.0101,0.0617,0.1348,0.0254,0.0515,0.097
158.8,0.1477,0.0374,0.1115,0.0146,0.0772,0.1635,0.0498,0.0337,0.0094,0.0634,0.1234,0.0236,0.0491,0.0957
159.0,0.1498,0.0404,0.1105,0.0141,0.0765,0.1676,0.049,0.0324,0.0087,0.0597,0.1296,0.0221,0.0461,0.0936
159.2,0.1388,0.0462,0.1167,0.0128,0.0809,0.1594,0.0499,0.0313,0.0087,0.0539,0.1325,0.0208,0.0471,0.1011
159.4,0.1318,0.0489,0.1291,0.0114,0.0865,0.1558,0.0468,0.0294,0.008,0.0522,0.1274,0.0204,0.0493,0.1028
159.6,0.1238,0.0522,0.1431,0.0103,0.0922,0.1493,0.0444,0.0282,0.0077,0.0499,0.1226,0.0197,0.0521,0.1045
159.8,0.1284,0.0621,0.1585,0.0089,0.0863,0.1441,0.0451,0.0279,0.0069,0.0453,0.126,0.0201,0.0479,0.0927
160.0,0.126,0.0777,0.1671,0.0085,0.0873,0.1391,0.0458,0.0305,0.0068,0.0388,0.1375,0.0201,0.04,0.0749
160.2,0.1228,0.0928,0.1695,0.0086,0.0843,0.1321,0.0487,0.033,0.0075,0.0333,0.1438,0.0201,0.0365,0.0669
160.4,0.1157,0.1105,0.1632,0.0098,0.0848,0.1173,0.0486,0.0367,0.0078,0.0303,0.1575,0.0184,0.0352,0.0642
160.6,0.1078,0.133,0.1516,0.0113,0.0866,0.1006,0.0487,0.0404,0.008,0.0271,0.1716,0.0168,0.0337,0.0628
160.8,0.1054,0.1367,0.1646,0.0105,0.0843,0.099,0.0504,0.0393,0.0083,0.0265,0.1649,0.0175,0.0329,0.0597
161.0,0.1082,0.1164,0.1734,0.01,0.0866,0.1115,0.0475,0.0396,0.0089,0.03,0.1537,0.0197,0.0352,0.0594
161.2,0.1132,0.0985,0.1804,0.0094,0.0879,0.1229,0.0458,0.0391,0.0095,0.0332,0.1432,0.0217,0.0374,0.0578
161.4,0.1227,0.0949,0.177,0.0082,0.0818,0.1271,0.0492,0.0396,0.0099,0.0339,0.1366,0.0217,0.0371,0.0604
161.6,0.1301,0.0874,0.1709,0.0074,0.0789,0.1319,0.052,0.0404,0.0105,0.0347,0.1337,0.0218,0.0372,0.063
161.8,0.1342,0.0753,0.163,0.0071,0.0814,0.1394,0.0522,0.0392,0.011,0.0366,0.1321,0.0215,0.0411,0.0659
162.0,0.1289,0.0697,0.1573,0.0076,0.0807,0.1411,0.0505,0.0388,0.0117,0.0391,0.1342,0.0207,0.0469,0.0726
162.2,0.1241,0.0678,0.1569,0.0076,0.0832,0.144,0.0467,0.0386,0.0113,0.0414,0.1356,0.02,0.0502,0.0727
162.4,0.1177,0.0622,0.1659,0.007,0.0791,0.1558,0.0427,0.0357,0.0113,0.045,0.1269,0.0201,0.055,0.0756
162.6,0.1144,0.0494,0.1784,0.0063,0.074,0.1788,0.0415,0.0317,0.0111,0.0487,0.1133,0.0207,0.0586,0.0732
162.8,0.1112,0.045,0.1767,0.0065,0.0744,0.184,0.0396,0.0318,0.0113,0.0495,0.1089,0.0197,0.062,0.0795
163.0,0.1088,0.0458,0.1874,0.0063,0.0677,0.1846,0.0416,0.032,0.0106,0.0467,0.1096,0.018,0.0627,0.0781
163.2,0.1101,0.0498,0.1886,0.0061,0.0664,0.1722,0.0443,0.0318,0.0101,0.0443,0.1113,0.0154,0.0675,0.0821
163.4,0.1035,0.0496,0.1897,0.0064,0.0666,0.165,0.0442,0.032,0.0105,0.0425,0.118,0.0139,0.0735,0.0845
163.6,0.0995,0.0516,0.1913,0.0064,0.0656,0.157,0.0448,0.0319,0.0107,0.0408,0.122,0.0124,0.0789,0.087
163.8,0.0968,0.0547,0.1909,0.0066,0.0645,0.1463,0.0461,0.0311,0.0109,0.0401,0.1212,0.0111,0.0862,0.0935
164.0,0.0945,0.0527,0.1912,0.006,0.0664,0.1444,0.0477,0.0301,0.0112,0.0413,0.1164,0.0108,0.0888,0.0985
164.2,0.0911,0.0497,0.1893,0.0057,0.0684,0.1438,0.0488,0.0297,0.0116,0.0426,0.1151,0.0104,0.0899,0.104
164.4,0.0976,0.038,0.1902,0.0047,0.0659,0.156,0.053,0.0251,0.011,0.0489,0.0982,0.0108,0.0925,0.108
164.6,0.0993,0.0342,0.1862,0.0039,0.0659,0.1608,0.0522,0.0214,0.0102,0.0554,0.0869,0.0107,0.0969,0.116
164.8,0.0992,0.0299,0.1883,0.003,0.0616,0.1617,0.0482,0.0193,0.0096,0.061,0.0764,0.0106,0.1027,0.1284
165.0,0.1041,0.0263,0.1881,0.0026,0.0586,0.1604,0.0452,0.0172,0.0091,0.069,0.066,0.0106,0.1027,0.1403
165.2,0.1017,0.0215,0.1954,0.0022,0.0553,0.1715,0.0405,0.0172,0.0094,0.0741,0.0634,0.0117,0.0964,0.1395
165.4,0.1004,0.0178,0.2012,0.0019,0.0535,0.1829,0.037,0.0167,0.0096,0.0792,0.0594,0.013,0.0907,0.1368
165.6,0.092,0.0165,0.2077,0.0016,0.0531,0.1838,0.0333,0.0175,0.0104,0.0814,0.0588,0.0137,0.0936,0.1365
165.8,0.0875,0.0152,0.2104,0.0016,0.0511,0.1803,0.0318,0.0171,0.0107,0.0858,0.0544,0.0149,0.0963,0.1429
166.0,0.0897,0.0145,0.2111,0.0015,0.0493,0.1754,0.0316,0.0165,0.0108,0.0854,0.0509,0.0154,0.1021,0.1458
166.2,0.0938,0.0153,0.2081,0.0015,0.0507,0.1727,0.0317,0.0159,0.0111,0.0843,0.0513,0.0158,0.1053,0.1425
166.4,0.0908,0.0195,0.2059,0.0017,0.057,0.1576,0.0311,0.0179,0.0125,0.075,0.06,0.0156,0.1108,0.1447
166.6,0.0868,0.0246,0.2205,0.0019,0.0619,0.1407,0.0308,0.0216,0.0139,0.0616,0.0743,0.0164,0.1155,0.1295
166.8,0.0831,0.0315,0.2261,0.0022,0.0705,0.1264,0.0323,0.0245,0.0153,0.0513,0.0888,0.0169,0.1195,0.1114
167.0,0.0772,0.0353,0.2096,0.0026,0.0768,0.113,0.0314,0.0259,0.0162,0.0462,0.1031,0.0176,0.1303,0.1148
167.2,0.074,0.0399,0.197,0.003,0.0789,0.1014,0.0313,0.0248,0.0154,0.0439,0.1068,0.0176,0.1436,0.1223
167.4,0.0707,0.0467,0.1845,0.0036,0.0829,0.0925,0.0321,0.0241,0.0147,0.042,0.1134,0.0168,0.1496,0.1264
167.6,0.0764,0.0585,0.1747,0.0047,0.0853,0.0849,0.0368,0.0227,0.013,0.0408,0.1189,0.0184,0.1418,0.1232
167.8,0.0804,0.0653,0.17,0.005,0.0851,0.0856,0.039,0.023,0.0125,0.0389,0.1325,0.0176,0.1322,0.1129
168.0,0.0842,0.0723,0.1628,0.0053,0.0844,0.0857,0.0409,0.0233,0.0117,0.0373,0.1492,0.017,0.123,0.1029
168.2,0.0915,0.0737,0.1705,0.0053,0.0825,0.0925,0.0439,0.0217,0.0102,0.039,0.1518,0.0181,0.1089,0.0905
168.4,0.0993,0.0744,0.1785,0.0053,0.0793,0.0997,0.0472,0.0201,0.0088,0.0404,0.1536,0.0193,0.0956,0.0785
168.6,0.1082,0.0717,0.1838,0.0052,0.0785,0.1149,0.0493,0.0174,0.0077,0.0448,0.1381,0.0194,0.0865,0.0744
168.8,0.1164,0.0679,0.1883,0.0051,0.0768,0.1322,0.0506,0.0151,0.0068,0.0489,0.1256,0.0193,0.0777,0.0693
169.0,0.1238,0.0751,0.1915,0.005,0.076,0.1345,0.0536,0.015,0.0064,0.046,0.1328,0.0182,0.0632,0.0589
169.2,0.1318,0.0819,0.195,0.0048,0.0739,0.1362,0.0562,0.0146,0.006,0.0431,0.1395,0.0168,0.0505,0.0497
169.4,0.1341,0.0895,0.2017,0.0047,0.0695,0.1367,0.0617,0.0146,0.0059,0.0386,0.1351,0.0172,0.0451,0.0455
169.6,0.1346,0.0837,0.2093,0.0045,0.0697,0.1466,0.0626,0.0139,0.0056,0.0359,0.1322,0.0167,0.0412,0.0435
169.8,0.1299,0.0882,0.2133,0.0048,0.0746,0.146,0.0637,0.0129,0.0054,0.0332,0.1288,0.0182,0.0387,0.0423
170.0,0.129,0.0905,0.2242,0.005,0.0791,0.1429,0.0618,0.0133,0.0054,0.0318,0.1239,0.0183,0.0349,0.0399
170.2,0.1265,0.0936,0.2287,0.0052,0.0821,0.1327,0.0605,0.0153,0.0061,0.0288,0.1261,0.0173,0.0352,0.0417
170.4,0.1228,0.096,0.2251,0.0052,0.0863,0.1285,0.0604,0.017,0.0067,0.0278,0.127,0.0177,0.0385,0.041
170.6,0.1225,0.1003,0.2123,0.0052,0.0884,0.1211,0.0608,0.0184,0.0074,0.0276,0.1343,0.0183,0.0409,0.0424
170.8,0.1232,0.1072,0.1983,0.0051,0.087,0.1097,0.0617,0.0211,0.0086,0.0267,0.142,0.0182,0.0437,0.0477
171.0,0.1225,0.1099,0.1963,0.005,0.0877,0.1074,0.0629,0.0226,0.0097,0.027,0.1323,0.0189,0.0482,0.0495
171.2,0.12,0.1168,0.1935,0.0053,0.0874,0.0996,0.068,0.0235,0.01,0.0269,0.1303,0.0206,0.0496,0.0484
171.4,0.1225,0.1204,0.1902,0.0054,0.0883,0.0911,0.0669,0.0237,0.0096,0.0278,0.1394,0.0214,0.0483,0.0451
171.6,0.1238,0.124,0.191,0.0051,0.0839,0.0845,0.0665,0.025,0.01,0.0291,0.1449,0.0221,0.0472,0.043
171.8,0.1266,0.1291,0.1809,0.0049,0.0823,0.0757,0.0639,0.0274,0.0104,0.0286,0.1635,0.0217,0.0452,0.04
172.0,0.1396,0.1078,0.1859,0.005,0.0747,0.0834,0.0746,0.0235,0.0093,0.0319,0.1495,0.0246,0.0485,0.0416
172.2,0.1514,0.0894,0.1897,0.0051,0.0667,0.0913,0.0859,0.0197,0.0082,0.0356,0.1346,0.0276,0.0517,0.043
172.4,0.1572,0.0919,0.1898,0.0054,0.0649,0.0876,0.089,0.017,0.0072,0.0353,0.128,0.0278,0.0512,0.0477
172.6,0.157,0.0813,0.1907,0.0053,0.0643,0.086,0.0908,0.0156,0.0072,0.0354,0.1317,0.0283,0.0522,0.0542
172.8,0.1561,0.0721,0.1918,0.0054,0.0665,0.0873,0.0905,0.0139,0.0066,0.0364,0.1356,0.0299,0.0517,0.0561
173.0,0.1554,0.0579,0.1991,0.006,0.0671,0.0991,0.0912,0.0122,0.0062,0.0424,0.115,0.0327,0.0545,0.0614
173.2,0.1536,0.0445,0.2028,0.0061,0.0681,0.1167,0.0856,0.011,0.0063,0.0494,0.0909,0.034,0.0613,0.07
173.4,0.1512,0.0395,0.1853,0.0068,0.0741,0.1259,0.0854,0.0106,0.006,0.053,0.0916,0.0337,0.0651,0.0717
173.6,0.1444,0.0364,0.182,0.008,0.0762,0.1302,0.0856,0.01,0.0059,0.0558,0.0878,0.034,0.0706,0.0732
173.8,0.1371,0.032,0.1869,0.0089,0.0738,0.1385,0.0873,0.0089,0.0056,0.0605,0.0765,0.0347,0.0749,0.0744
174.0,0.133,0.0349,0.1866,0.0092,0.0779,0.1388,0.0774,0.0092,0.006,0.0595,0.0765,0.0334,0.0791,0.0785
174.2,0.1225,0.0353,0.1832,0.009,0.0835,0.1421,0.0681,0.0094,0.0066,0.061,0.0807,0.0324,0.0821,0.0842
174.4,0.1183,0.0331,0.1829,0.009,0.0826,0.1456,0.0623,0.0101,0.0073,0.0603,0.0859,0.0307,0.0854,0.0865
174.6,0.1194,0.0367,0.182,0.01,0.0812,0.1457,0.0598,0.0104,0.0073,0.0589,0.0861,0.0288,0.0873,0.0864
174.8,0.1191,0.0398,0.1812,0.011,0.0798,0.146,0.058,0.0105,0.0073,0.058,0.0856,0.0274,0.09,0.0864
175.0,0.1179,0.0515,0.1785,0.0124,0.0818,0.1345,0.0609,0.0105,0.0066,0.0514,0.1041,0.0258,0.0883,0.0758
175.2,0.1147,0.0657,0.1752,0.0139,0.0826,0.1236,0.0629,0.0104,0.0058,0.0454,0.1252,0.0243,0.0849,0.0654
175.4,0.1167,0.0598,0.1937,0.0129,0.0774,0.1312,0.0589,0.01,0.006,0.0477,0.1056,0.0249,0.0829,0.0723
175.6,0.1212,0.0513,0.198,0.0114,0.0762,0.1456,0.0543,0.0096,0.0058,0.0512,0.0919,0.0247,0.079,0.0798
175.8,0.1196,0.0448,0.2057,0.0094,0.0687,0.1649,0.051,0.0092,0.0059,0.0548,0.0835,0.0252,0.077,0.0805
176.0,0.1104,0.0403,0.2116,0.0085,0.0659,0.1757,0.0504,0.0092,0.0061,0.0588,0.0837,0.0268,0.0743,0.0784
176.2,0.1064,0.0419,0.2062,0.0095,0.0683,0.1756,0.0494,0.0099,0.0066,0.0599,0.0786,0.0265,0.081,0.0803
176.4,0.0975,0.0361,0.2055,0.0097,0.0648,0.1914,0.0489,0.0103,0.0069,0.0677,0.0686,0.0287,0.0809,0.0832
176.6,0.0882,0.0311,0.204,0.01,0.0608,0.208,0.0485,0.0106,0.0072,0.0761,0.0588,0.0307,0.081,0.085
176.8,0.0848,0.0253,0.1922,0.0096,0.0607,0.2211,0.0464,0.0117,0.0077,0.0816,0.0545,0.0316,0.0816,0.0911
177.0,0.0837,0.0188,0.178,0.0083,0.0592,0.2329,0.0413,0.013,0.0089,0.0871,0.0504,0.0314,0.0818,0.1052
177.2,0.0836,0.0153,0.1634,0.007,0.0586,0.2327,0.0365,0.0151,0.0105,0.086,0.0481,0.0292,0.0866,0.1274
177.4,0.0784,0.0155,0.1544,0.007,0.0592,0.2337,0.0352,0.0171,0.0116,0.0799,0.0541,0.026,0.0954,0.1325
177.6,0.0736,0.0159,0.1455,0.0071,0.0597,0.2321,0.034,0.0194,0.0129,0.0735,0.0614,0.0233,0.1043,0.1375
177.8,0.0739,0.0171,0.1399,0.0069,0.0661,0.2135,0.0316,0.0219,0.0136,0.0678,0.0632,0.0215,0.1098,0.1533
178.0,0.0741,0.0196,0.1338,0.0068,0.0729,0.1946,0.0295,0.025,0.0143,0.0617,0.0668,0.0197,0.1149,0.1662
178.2,0.0729,0.0195,0.1335,0.0058,0.0761,0.1948,0.0289,0.0265,0.0143,0.06,0.0738,0.0209,0.1049,0.1682
178.4,0.0767,0.0205,0.1353,0.005,0.0788,0.1788,0.0287,0.0267,0.0145,0.0538,0.079,0.0194,0.107,0.1758
178.6,0.0802,0.0213,0.1366,0.0043,0.0829,0.1631,0.0279,0.0263,0.0147,0.0484,0.0829,0.0184,0.1084,0.1847
178.8,0.0798,0.0241,0.1458,0.0038,0.0842,0.1538,0.0286,0.0246,0.0147,0.0459,0.0806,0.0181,0.1107,0.1851
179.0,0.08,0.0283,0.1448,0.0035,0.0903,0.145,0.027,0.0235,0.0148,0.0431,0.082,0.0175,0.1091,0.1909
179.2,0.0813,0.0302,0.1471,0.0034,0.0959,0.1453,0.0261,0.0216,0.0146,0.0438,0.0805,0.0181,0.1024,0.1898
179.4,0.0872,0.0329,0.1499,0.0033,0.0965,0.1399,0.0274,0.022,0.0146,0.0441,0.0728,0.0197,0.0973,0.1925
179.6,0.0923,0.0356,0.153,0.0033,0.0965,0.135,0.0287,0.0222,0.0142,0.0442,0.0662,0.0211,0.0929,0.1947
179.8,0.0963,0.0367,0.1514,0.0035,0.094,0.1348,0.0289,0.0216,0.0139,0.0435,0.0677,0.0202,0.0892,0.1985
180.0,0.0991,0.0371,0.1501,0.0038,0.0917,0.1361,0.0293,0.0208,0.0136,0.0435,0.0684,0.0197,0.0849,0.2017
180.2,0.1053,0.0404,0.1535,0.0041,0.0868,0.1309,0.0289,0.0201,0.0132,0.0415,0.0672,0.0179,0.0838,0.2064
180.4,0.1064,0.0394,0.1574,0.0045,0.0835,0.1404,0.0294,0.0205,0.013,0.0424,0.069,0.0175,0.0814,0.1952
180.6,0.1104,0.044,0.1603,0.0045,0.0836,0.1401,0.029,0.0205,0.013,0.0404,0.0706,0.0184,0.0854,0.1799
180.8,0.1143,0.0483,0.1643,0.0044,0.0826,0.1407,0.0286,0.02,0.0127,0.0388,0.0717,0.0193,0.0889,0.1654
181.0,0.1167,0.0507,0.1811,0.0042,0.0765,0.1391,0.0309,0.0196,0.0123,0.0367,0.0699,0.021,0.0961,0.1451
181.2,0.108,0.0531,0.2012,0.0041,0.0739,0.1412,0.0334,0.0206,0.0124,0.0388,0.0634,0.0226,0.1003,0.1269
181.4,0.0989,0.0544,0.2161,0.0036,0.076,0.1428,0.0324,0.0202,0.0125,0.0407,0.0604,0.0232,0.1062,0.1126
181.6,0.0971,0.0571,0.2201,0.0038,0.0791,0.1354,0.0331,0.0191,0.012,0.0418,0.0608,0.0249,0.1094,0.1064
181.8,0.0929,0.0606,0.2198,0.0039,0.0831,0.1292,0.0353,0.0194,0.0115,0.0435,0.0585,0.0277,0.1156,0.099
182.0,0.0825,0.0649,0.2225,0.0034,0.0905,0.1306,0.0354,0.0182,0.0109,0.0451,0.0539,0.029,0.1207,0.0924
182.2,0.0733,0.0691,0.2255,0.003,0.0975,0.1315,0.035,0.0173,0.0103,0.0466,0.05,0.0301,0.1253,0.0856
182.4,0.0686,0.0804,0.2186,0.0027,0.1093,0.1235,0.0325,0.0171,0.0095,0.0443,0.0507,0.0309,0.1257,0.0862
182.6,0.0633,0.0829,0.213,0.0029,0.1172,0.1253,0.0321,0.0182,0.0088,0.0448,0.0538,0.0293,0.1177,0.0906
182.8,0.0546,0.0828,0.2134,0.0031,0.1282,0.1319,0.0297,0.0183,0.0085,0.048,0.0506,0.0274,0.1105,0.093
183.0,0.0484,0.0795,0.211,0.0031,0.1357,0.1377,0.0286,0.0206,0.0084,0.0507,0.0517,0.0273,0.1038,0.0936
183.2,0.0473,0.0768,0.2071,0.0031,0.1387,0.1407,0.0271,0.0215,0.0081,0.0483,0.0571,0.028,0.1005,0.0957
183.4,0.0479,0.0734,0.1983,0.0032,0.1478,0.1443,0.0265,0.0213,0.0077,0.0464,0.0575,0.0288,0.0997,0.097
183.6,0.0436,0.0723,0.196,0.0029,0.1515,0.1523,0.0235,0.0202,0.0077,0.0474,0.0574,0.0269,0.1006,0.0978
183.8,0.0414,0.0643,0.2085,0.0027,0.1423,0.1711,0.0223,0.0197,0.0078,0.0471,0.0595,0.0248,0.0937,0.0947
184.0,0.043,0.0598,0.2175,0.003,0.1322,0.1784,0.0223,0.0219,0.0081,0.0451,0.0666,0.0243,0.0893,0.0885
184.2,0.0447,0.0553,0.2234,0.0033,0.1235,0.1849,0.0224,0.0237,0.0082,0.0432,0.0754,0.0235,0.0842,0.0842
184.4,0.0434,0.0503,0.2238,0.0035,0.1202,0.1962,0.0242,0.0223,0.0084,0.0455,0.0732,0.0224,0.0824,0.0841
184.6,0.0455,0.0462,0.2273,0.0035,0.1147,0.2011,0.0261,0.0209,0.0091,0.0484,0.0672,0.023,0.0844,0.0826
184.8,0.0511,0.0442,0.2253,0.0037,0.1058,0.1958,0.0309,0.0211,0.0097,0.0477,0.0723,0.0239,0.0863,0.0822
185.0,0.055,0.0454,0.2256,0.0038,0.1061,0.1957,0.0329,0.0175,0.009,0.0487,0.0679,0.023,0.0857,0.0838
185.2,0.0591,0.047,0.2255,0.0039,0.1061,0.1948,0.0351,0.0142,0.0082,0.0491,0.0631,0.0219,0.087,0.0848
185.4,0.0595,0.0497,0.2246,0.0041,0.1059,0.197,0.0372,0.0124,0.0077,0.0492,0.0661,0.021,0.081,0.0846
185.6,0.0626,0.0491,0.2254,0.0042,0.1074,0.2033,0.0411,0.0116,0.0072,0.0468,0.0664,0.0213,0.0746,0.0789
185.8,0.0644,0.0558,0.2115,0.0046,0.1142,0.1816,0.0419,0.0118,0.0078,0.0469,0.0689,0.0225,0.0826,0.0854
186.0,0.0662,0.0604,0.2063,0.0047,0.1165,0.1743,0.0439,0.0108,0.0076,0.0453,0.0641,0.0218,0.0901,0.088
186.2,0.0679,0.0653,0.2025,0.0047,0.1172,0.1683,0.0466,0.01,0.0075,0.0437,0.0575,0.0211,0.0987,0.0889
186.4,0.0663,0.0669,0.2043,0.0047,0.117,0.1672,0.0439,0.0094,0.0075,0.0445,0.0537,0.0221,0.1038,0.0888
186.6,0.0604,0.0676,0.2054,0.0048,0.1191,0.1728,0.041,0.0087,0.007,0.045,0.0528,0.0217,0.1042,0.0896
186.8,0.0608,0.0715,0.2096,0.0044,0.1273,0.1734,0.0377,0.0087,0.0064,0.0442,0.0526,0.0212,0.0996,0.0826
187.0,0.0607,0.0726,0.216,0.0045,0.1293,0.1743,0.0364,0.0091,0.0065,0.0435,0.0535,0.0207,0.0966,0.0764
187.2,0.0585,0.075,0.22,0.0047,0.1345,0.1707,0.0365,0.0111,0.0076,0.041,0.0554,0.0209,0.0895,0.0745
187.4,0.0583,0.0746,0.2311,0.0044,0.1316,0.165,0.036,0.0133,0.0087,0.0389,0.0544,0.0211,0.0887,0.0738
187.6,0.0564,0.0737,0.2313,0.0044,0.129,0.1596,0.0351,0.0136,0.0092,0.0402,0.0525,0.0205,0.0986,0.0758
187.8,0.0546,0.0695,0.2312,0.004,0.1351,0.1683,0.0355,0.0125,0.0085,0.0412,0.0469,0.02,0.0993,0.0734
188.0,0.0525,0.0659,0.2224,0.0038,0.1445,0.1691,0.0346,0.0119,0.0084,0.0448,0.0453,0.0209,0.099,0.0769
188.2,0.0518,0.063,0.2206,0.0036,0.1528,0.1678,0.0322,0.0119,0.0079,0.0458,0.0458,0.0221,0.0954,0.0792
188.4,0.0559,0.0654,0.2229,0.0034,0.1571,0.1614,0.0326,0.0127,0.0074,0.0437,0.0459,0.0226,0.0918,0.0771
188.6,0.0592,0.0564,0.23,0.0033,0.145,0.1787,0.0322,0.0135,0.0074,0.0439,0.0445,0.0216,0.0878,0.0765
188.8,0.0597,0.054,0.2358,0.0034,0.1356,0.1757,0.0334,0.0145,0.0079,0.0452,0.0452,0.0238,0.0855,0.0804
189.0,0.06,0.0537,0.2387,0.0034,0.127,0.1696,0.0349,0.0156,0.0085,0.0469,0.0478,0.0258,0.0844,0.0836
189.2,0.0655,0.045,0.225,0.0035,0.1197,0.1864,0.0353,0.0142,0.0079,0.0504,0.0472,0.0269,0.0877,0.0851
189.4,0.0709,0.0396,0.209,0.0037,0.1153,0.2011,0.0359,0.013,0.0074,0.0527,0.0487,0.0278,0.0902,0.0845
189.6,0.0716,0.0309,0.2193,0.0037,0.1031,0.2232,0.0365,0.013,0.0072,0.0522,0.0464,0.0277,0.0795,0.0857
189.8,0.0713,0.024,0.2317,0.0037,0.0897,0.2475,0.0366,0.0131,0.0069,0.0511,0.0433,0.0269,0.0698,0.0844
190.0,0.0712,0.0189,0.2421,0.0039,0.078,0.2651,0.0374,0.0134,0.0069,0.05,0.0405,0.0264,0.0627,0.0837
190.2,0.0698,0.0158,0.2494,0.0038,0.0676,0.2882,0.0373,0.0127,0.0068,0.0488,0.0373,0.0245,0.0578,0.0802
190.4,0.0706,0.0142,0.2413,0.0041,0.0641,0.2929,0.0408,0.0122,0.0071,0.0508,0.037,0.0238,0.061,0.0801
190.6,0.0752,0.0158,0.2362,0.0046,0.0699,0.267,0.0474,0.0122,0.0072,0.052,0.0392,0.0256,0.0669,0.0809
190.8,0.0732,0.0151,0.2225,0.005,0.0706,0.274,0.0517,0.0114,0.007,0.0532,0.037,0.0231,0.0723,0.0838
191.0,0.0762,0.0127,0.2095,0.0054,0.0698,0.2855,0.0537,0.0101,0.006,0.0519,0.0362,0.0214,0.0753,0.0862
191.2,0.0736,0.0141,0.2166,0.0057,0.0686,0.274,0.0543,0.0102,0.0057,0.0524,0.0384,0.0202,0.0773,0.0889
191.4,0.07,0.0152,0.2252,0.0059,0.0663,0.2646,0.054,0.0098,0.0053,0.0531,0.0394,0.0189,0.079,0.0934
191.6,0.0734,0.0187,0.2191,0.0062,0.0694,0.2497,0.0545,0.0101,0.0052,0.0529,0.0438,0.0194,0.0841,0.0936
191.8,0.0752,0.0268,0.2216,0.0061,0.074,0.22,0.0587,0.0113,0.0057,0.0497,0.0516,0.0189,0.0867,0.0937
192.0,0.0763,0.0373,0.224,0.0059,0.0776,0.1942,0.0612,0.0127,0.0062,0.046,0.0613,0.0184,0.0872,0.0916
192.2,0.0778,0.0413,0.2196,0.0062,0.0793,0.1782,0.0653,0.0125,0.0066,0.0477,0.0616,0.0193,0.091,0.0937
192.4,0.0778,0.0416,0.2256,0.0064,0.0809,0.1803,0.0644,0.0122,0.0067,0.0473,0.063,0.0199,0.0864,0.0875
192.6,0.0778,0.0418,0.2316,0.0066,0.0824,0.1823,0.0634,0.012,0.0067,0.0469,0.0644,0.0206,0.0819,0.0817
192.8,0.0817,0.0456,0.2428,0.0068,0.0796,0.1809,0.0646,0.011,0.0062,0.0449,0.0622,0.0195,0.0745,0.0796
193.0,0.0843,0.061,0.2343,0.0089,0.0812,0.1613,0.0671,0.0127,0.0073,0.0425,0.0703,0.0202,0.0722,0.0768
193.2,0.0904,0.0726,0.2251,0.0115,0.0814,0.1412,0.0722,0.0139,0.0081,0.0396,0.0786,0.0209,0.0713,0.0731
193.4,0.0965,0.0851,0.2135,0.0146,0.0805,0.1228,0.0769,0.0153,0.0091,0.037,0.0878,0.0216,0.0699,0.0694
193.6,0.1028,0.0926,0.2059,0.016,0.0839,0.1052,0.0772,0.0163,0.0099,0.0359,0.0959,0.0222,0.0688,0.0673
193.8,0.0993,0.0799,0.2024,0.0175,0.0917,0.1149,0.0705,0.0155,0.01,0.0389,0.0997,0.0238,0.0704,0.0654
194.0,0.0956,0.0694,0.1988,0.0186,0.0998,0.1251,0.0642,0.0145,0.0099,0.042,0.1014,0.0248,0.0723,0.0635
194.2,0.0992,0.0702,0.1854,0.0191,0.1044,0.1216,0.0583,0.0164,0.0106,0.0397,0.1165,0.022,0.0731,0.0634
194.4,0.0969,0.0697,0.1787,0.0197,0.1033,0.1221,0.0568,0.0169,0.0107,0.0396,0.1226,0.0205,0.0733,0.069
194.6,0.0984,0.0677,0.1703,0.0201,0.0967,0.1278,0.0518,0.019,0.0113,0.0379,0.1311,0.0187,0.0739,0.0753
