time,no action,take cup,put down cup,fold tablecloth,pull down tablecloth,take washing up liquid,pour washing up liquid into cup,open tap,wash cup,rinse spoon,rinse cup,turn tap,pull down cup,take cereal bag,rinse sink,rinse hands,close tap,dry hands,take bottle,open bottle,take glass,pour water,drink water,put down bottle,fold cereal bag,put down glass,take container,put cereal bag into cereal box,close cereal box,open cupboard,put down cereal box,close cupboard,take tablecloth
24.8582,0.0016,0.0191,0.0157,0.0915,0.2229,0.0089,0.0011,0.0021,0.0008,0.0002,0.0012,0.0018,0.0152,0.035,0.0041,0.007,0.0031,0.0447,0.0199,0.0055,0.0532,0.0008,0.0192,0.014,0.0251,0.0098,0.0657,0.0174,0.0215,0.0559,0.0688,0.0665,0.0807
24.9416,0.0015,0.0205,0.017,0.1035,0.2197,0.0087,0.0011,0.0021,0.0008,0.0002,0.0011,0.002,0.0137,0.0289,0.0043,0.0065,0.0032,0.0438,0.0254,0.0074,0.0585,0.0012,0.0258,0.018,0.0235,0.0114,0.0676,0.0146,0.0184,0.0465,0.0594,0.059,0.0849
25.025,0.0015,0.0194,0.0165,0.109,0.2134,0.0085,0.001,0.0021,0.0007,0.0002,0.0008,0.002,0.0122,0.0266,0.0037,0.006,0.0035,0.0415,0.0293,0.008,0.0569,0.0018,0.0358,0.0218,0.0229,0.0132,0.0768,0.0137,0.0166,0.0408,0.0542,0.055,0.0846
25.1084,0.0016,0.0169,0.0142,0.1206,0.2113,0.0073,0.0009,0.0018,0.0006,0.0001,0.0006,0.0018,0.0096,0.027,0.003,0.0049,0.003,0.036,0.0318,0.009,0.0597,0.0024,0.0454,0.0252,0.0245,0.0144,0.0712,0.0132,0.0158,0.0351,0.0516,0.0497,0.0901
25.1918,0.0019,0.0159,0.0134,0.1274,0.2139,0.0064,0.0007,0.0015,0.0005,0.0001,0.0004,0.0019,0.0079,0.027,0.0024,0.0043,0.0027,0.0304,0.0338,0.0094,0.0612,0.0033,0.0581,0.0265,0.0245,0.015,0.0635,0.0125,0.0147,0.0328,0.0433,0.049,0.0939
25.2752,0.0021,0.0139,0.011,0.1333,0.2214,0.0052,0.0006,0.0011,0.0003,0.0001,0.0003,0.0017,0.0061,0.0255,0.002,0.0031,0.0021,0.0203,0.0343,0.0095,0.0633,0.0042,0.0706,0.0273,0.0222,0.0145,0.0619,0.0126,0.0132,0.0303,0.0368,0.0476,0.1016
25.3587,0.0024,0.0121,0.01,0.1299,0.223,0.0048,0.0006,0.0008,0.0003,0.0001,0.0003,0.0017,0.0053,0.0249,0.0019,0.0028,0.0016,0.0157,0.0352,0.01,0.0657,0.0052,0.0891,0.0272,0.0226,0.0142,0.0614,0.0132,0.0135,0.0304,0.0322,0.0475,0.0944
25.4421,0.0027,0.0106,0.0094,0.1227,0.2269,0.0045,0.0006,0.0006,0.0002,0.0001,0.0002,0.0014,0.0052,0.0238,0.0017,0.0025,0.0013,0.0131,0.0361,0.0105,0.0633,0.0063,0.112,0.0267,0.0216,0.0134,0.0611,0.0135,0.0131,0.0308,0.0275,0.0481,0.0884
25.5255,0.0038,0.0089,0.0081,0.117,0.2351,0.0036,0.0005,0.0005,0.0002,0.0001,0.0002,0.0013,0.0057,0.0224,0.0016,0.0021,0.0011,0.0121,0.0325,0.0099,0.0609,0.0067,0.1456,0.0217,0.0233,0.011,0.0575,0.0151,0.0133,0.0307,0.0246,0.049,0.0738
25.6089,0.0049,0.0079,0.0066,0.1139,0.2504,0.0031,0.0005,0.0004,0.0002,0.0001,0.0001,0.0012,0.0053,0.0224,0.0015,0.0019,0.0008,0.0107,0.0291,0.009,0.0615,0.0066,0.1644,0.0168,0.0239,0.0089,0.053,0.017,0.014,0.0293,0.0224,0.0452,0.0672
25.6923,0.0067,0.0071,0.0056,0.1149,0.2513,0.0027,0.0005,0.0003,0.0001,0.0001,0.0001,0.0011,0.0045,0.0269,0.0015,0.0018,0.0007,0.009,0.0242,0.0072,0.0611,0.007,0.1563,0.0133,0.0281,0.0082,0.0509,0.0215,0.0172,0.0317,0.0231,0.0486,0.0666
25.7758,0.0088,0.0057,0.0044,0.1111,0.2598,0.0023,0.0004,0.0002,0.0001,0.0,0.0001,0.0009,0.0039,0.0332,0.001,0.0015,0.0005,0.0083,0.0199,0.0055,0.0571,0.0064,0.151,0.01,0.0335,0.0069,0.0479,0.029,0.0228,0.0301,0.027,0.0466,0.0641
25.8592,0.0083,0.0051,0.0037,0.1154,0.2925,0.0018,0.0003,0.0001,0.0001,0.0,0.0001,0.0007,0.0037,0.0373,0.0006,0.0011,0.0003,0.0072,0.0184,0.0051,0.0551,0.0047,0.1246,0.0079,0.0373,0.0052,0.0424,0.0336,0.0269,0.0251,0.0283,0.04,0.067
25.9426,0.0089,0.0047,0.0034,0.1179,0.301,0.0015,0.0003,0.0001,0.0001,0.0,0.0001,0.0006,0.0034,0.0425,0.0005,0.001,0.0002,0.0071,0.0151,0.0045,0.0472,0.0046,0.1038,0.0061,0.0419,0.0042,0.0403,0.0395,0.0357,0.0251,0.0314,0.0412,0.0666
26.026,0.009,0.0038,0.0026,0.1186,0.3205,0.0013,0.0002,0.0001,0.0001,0.0,0.0001,0.0005,0.0029,0.0501,0.0004,0.0008,0.0002,0.0069,0.0114,0.0036,0.0363,0.0038,0.074,0.0043,0.0482,0.0029,0.0369,0.0475,0.0467,0.0244,0.0362,0.0399,0.0659
26.1094,0.0085,0.0034,0.0023,0.121,0.3347,0.001,0.0002,0.0001,0.0,0.0,0.0,0.0004,0.0024,0.0564,0.0003,0.0006,0.0001,0.0069,0.0092,0.003,0.029,0.0033,0.0463,0.0032,0.0511,0.0022,0.0313,0.0526,0.0578,0.0242,0.0401,0.0392,0.0692
26.1928,0.0082,0.003,0.002,0.1329,0.3724,0.001,0.0002,0.0,0.0,0.0,0.0,0.0004,0.0022,0.054,0.0002,0.0005,0.0001,0.0063,0.0078,0.0025,0.0231,0.0028,0.0289,0.0025,0.0467,0.0017,0.027,0.0477,0.0557,0.0209,0.0369,0.0345,0.0777
26.2763,0.0076,0.0024,0.0016,0.1506,0.4085,0.0009,0.0002,0.0,0.0,0.0,0.0,0.0004,0.0019,0.0493,0.0001,0.0005,0.0001,0.0046,0.0059,0.0019,0.017,0.0023,0.018,0.0018,0.0419,0.0014,0.0236,0.0394,0.0517,0.0168,0.0327,0.0278,0.0891
26.3597,0.0062,0.002,0.0016,0.1687,0.4426,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0004,0.0017,0.0418,0.0001,0.0004,0.0001,0.0041,0.004,0.0014,0.0127,0.0019,0.0118,0.0014,0.0348,0.0012,0.0195,0.032,0.0462,0.0141,0.0265,0.0234,0.0981
26.4431,0.0051,0.0016,0.0015,0.1822,0.4697,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0003,0.0016,0.0351,0.0001,0.0004,0.0001,0.0035,0.0029,0.0011,0.0091,0.0016,0.0079,0.0012,0.0292,0.001,0.0155,0.0268,0.041,0.012,0.0228,0.0204,0.1051
26.5265,0.0044,0.0015,0.0017,0.1837,0.4882,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0017,0.0332,0.0001,0.0003,0.0001,0.0033,0.0026,0.001,0.0074,0.0014,0.0059,0.0012,0.0278,0.001,0.0143,0.0241,0.038,0.0103,0.0216,0.0178,0.1063
26.6099,0.004,0.0013,0.0017,0.1925,0.495,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0017,0.0306,0.0001,0.0002,0.0001,0.0028,0.0021,0.0009,0.0057,0.0014,0.0046,0.0011,0.0269,0.0009,0.0129,0.0216,0.0341,0.0094,0.0194,0.016,0.1118
26.6933,0.0046,0.0013,0.0019,0.193,0.4895,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0017,0.0305,0.0001,0.0002,0.0001,0.0026,0.0017,0.0007,0.0052,0.0014,0.0039,0.001,0.0265,0.0009,0.0135,0.0205,0.0346,0.01,0.0193,0.0164,0.1175
26.7767,0.0046,0.0013,0.002,0.1851,0.5184,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0017,0.0265,0.0001,0.0002,0.0001,0.0022,0.0017,0.0006,0.0049,0.0013,0.0033,0.0011,0.0225,0.0009,0.0144,0.0175,0.0275,0.0092,0.0171,0.0147,0.1198
26.8602,0.0046,0.0013,0.0021,0.1794,0.5471,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0019,0.022,0.0001,0.0002,0.0001,0.0019,0.0016,0.0006,0.0045,0.0013,0.0034,0.0012,0.0186,0.001,0.0143,0.0146,0.0218,0.0082,0.0152,0.0128,0.1191
26.9436,0.0052,0.0013,0.0022,0.177,0.5652,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0023,0.0197,0.0001,0.0002,0.0001,0.002,0.0018,0.0007,0.005,0.0015,0.0043,0.0014,0.0185,0.0011,0.0149,0.0127,0.0194,0.0085,0.0137,0.0131,0.1068
27.027,0.0062,0.0015,0.0025,0.1813,0.5456,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0026,0.0196,0.0001,0.0002,0.0001,0.0019,0.0019,0.0007,0.0055,0.0016,0.0048,0.0015,0.018,0.0013,0.0149,0.0139,0.02,0.0095,0.0157,0.0141,0.1138
27.1104,0.007,0.0016,0.0026,0.1757,0.5402,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0027,0.0202,0.0001,0.0002,0.0001,0.002,0.002,0.0007,0.006,0.0016,0.0049,0.0015,0.0185,0.0013,0.0149,0.0148,0.0215,0.01,0.0164,0.0146,0.1176
27.1938,0.0077,0.0017,0.0025,0.1764,0.5426,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0027,0.0203,0.0001,0.0002,0.0001,0.0019,0.0022,0.0009,0.0062,0.0018,0.0048,0.0016,0.0189,0.0012,0.0139,0.0145,0.0214,0.0095,0.0162,0.0136,0.1162
27.2773,0.0081,0.002,0.0026,0.19,0.5216,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0027,0.0225,0.0001,0.0001,0.0001,0.002,0.0023,0.001,0.0067,0.0017,0.0044,0.0016,0.0206,0.0011,0.0132,0.015,0.023,0.009,0.0171,0.0126,0.118
27.3607,0.0089,0.0022,0.0025,0.1866,0.5205,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0031,0.0243,0.0001,0.0001,0.0001,0.0019,0.0025,0.0011,0.0071,0.0018,0.0044,0.0015,0.0208,0.001,0.0128,0.0157,0.025,0.0091,0.0184,0.0123,0.1154
27.4441,0.0081,0.0022,0.0023,0.1856,0.5317,0.0005,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0032,0.0244,0.0001,0.0001,0.0001,0.0019,0.0023,0.0011,0.0068,0.0016,0.0036,0.0013,0.0193,0.0008,0.0111,0.0145,0.0255,0.0083,0.0182,0.011,0.1138
27.5275,0.0079,0.0022,0.0022,0.1973,0.5157,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0001,0.003,0.0255,0.0001,0.0001,0.0,0.0021,0.0025,0.0015,0.0068,0.0016,0.0034,0.0015,0.0202,0.0007,0.0099,0.0149,0.0271,0.0068,0.0193,0.0093,0.1176
27.6109,0.0075,0.0022,0.0021,0.2043,0.5105,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0031,0.0261,0.0001,0.0001,0.0,0.0023,0.0027,0.0018,0.0073,0.0016,0.0032,0.0015,0.0207,0.0007,0.0096,0.0145,0.0274,0.0061,0.0186,0.0084,0.1165
27.6943,0.0076,0.0023,0.0018,0.2206,0.4776,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0027,0.0285,0.0001,0.0001,0.0,0.0023,0.0026,0.0018,0.0074,0.0014,0.0028,0.0013,0.023,0.0005,0.0083,0.0151,0.0311,0.0053,0.0199,0.0072,0.1277
27.7778,0.0074,0.003,0.0023,0.22,0.4544,0.0004,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.003,0.0325,0.0001,0.0001,0.0,0.003,0.0025,0.0019,0.0086,0.0014,0.0027,0.0014,0.0259,0.0007,0.0082,0.0158,0.0357,0.0052,0.022,0.007,0.1344
27.8612,0.0061,0.0038,0.0032,0.2123,0.4375,0.0005,0.0002,0.0,0.0001,0.0,0.0001,0.0001,0.0033,0.0393,0.0001,0.0001,0.0,0.0042,0.0031,0.0029,0.0113,0.0016,0.0032,0.002,0.0338,0.0009,0.0099,0.016,0.0392,0.0052,0.0231,0.0073,0.1296
27.9446,0.0052,0.0051,0.0046,0.2097,0.3947,0.0007,0.0003,0.0,0.0001,0.0,0.0001,0.0001,0.0043,0.0481,0.0001,0.0002,0.0,0.0061,0.0049,0.0051,0.0158,0.002,0.005,0.0038,0.0429,0.0015,0.0125,0.0175,0.0432,0.0061,0.0284,0.0089,0.123
28.028,0.0046,0.0065,0.0055,0.2069,0.363,0.0009,0.0004,0.0,0.0001,0.0,0.0001,0.0001,0.0054,0.0496,0.0001,0.0003,0.0001,0.0074,0.0066,0.006,0.0203,0.0021,0.0069,0.005,0.0451,0.0021,0.0149,0.0171,0.0448,0.0072,0.0358,0.0108,0.124
28.1114,0.004,0.0081,0.0071,0.1884,0.3372,0.0013,0.0005,0.0001,0.0001,0.0,0.0002,0.0002,0.0061,0.053,0.0002,0.0004,0.0001,0.0094,0.0098,0.008,0.0275,0.0024,0.0094,0.008,0.0511,0.0035,0.0191,0.0173,0.0459,0.0088,0.0445,0.0132,0.1149
28.1948,0.0035,0.0111,0.0089,0.1788,0.3256,0.0018,0.0006,0.0001,0.0002,0.0,0.0002,0.0003,0.0071,0.0493,0.0003,0.0006,0.0002,0.0115,0.0127,0.0089,0.0346,0.0021,0.0111,0.0109,0.0498,0.0049,0.0234,0.0165,0.0396,0.0102,0.0473,0.0154,0.1125
28.2782,0.0038,0.0144,0.0113,0.1593,0.2936,0.0026,0.0007,0.0002,0.0003,0.0,0.0003,0.0004,0.0082,0.0485,0.0005,0.001,0.0003,0.013,0.016,0.0096,0.046,0.002,0.0145,0.0139,0.0483,0.0072,0.0307,0.0184,0.0391,0.0138,0.058,0.0207,0.1037
28.3617,0.0036,0.0187,0.0134,0.1367,0.2795,0.0033,0.0008,0.0003,0.0004,0.0,0.0004,0.0006,0.0105,0.0477,0.0007,0.0014,0.0004,0.015,0.0188,0.0097,0.0551,0.0018,0.0183,0.0163,0.0455,0.0088,0.0371,0.0194,0.0367,0.0178,0.0639,0.026,0.0915
28.4451,0.0036,0.0227,0.016,0.116,0.2537,0.0041,0.0009,0.0004,0.0005,0.0,0.0005,0.0008,0.013,0.0483,0.001,0.002,0.0007,0.0178,0.0194,0.0085,0.06,0.0015,0.0222,0.0182,0.0454,0.0108,0.0413,0.0221,0.0375,0.0224,0.0763,0.0318,0.0803
28.5285,0.0034,0.0292,0.0228,0.0937,0.2163,0.0055,0.0011,0.0009,0.0007,0.0001,0.0007,0.0013,0.0175,0.0457,0.0014,0.0031,0.0014,0.0206,0.0247,0.0091,0.0717,0.0015,0.0269,0.024,0.04,0.0139,0.0503,0.0219,0.0333,0.0286,0.0788,0.0408,0.0692
28.6119,0.0029,0.0317,0.0232,0.0738,0.1868,0.0067,0.0012,0.0015,0.0007,0.0001,0.0009,0.0017,0.0187,0.047,0.0018,0.0042,0.0022,0.022,0.0289,0.009,0.0776,0.0013,0.0329,0.0265,0.0368,0.0144,0.0625,0.0241,0.032,0.0324,0.0893,0.0451,0.0601
28.6953,0.0028,0.0352,0.0239,0.063,0.1821,0.0085,0.0014,0.0027,0.0009,0.0002,0.0011,0.0026,0.0245,0.0425,0.0027,0.007,0.0036,0.0263,0.029,0.008,0.0787,0.0012,0.0395,0.0244,0.0289,0.0129,0.0657,0.0215,0.0283,0.0382,0.0863,0.051,0.0553
28.7788,0.0025,0.0389,0.0258,0.06,0.1963,0.0095,0.0015,0.0043,0.001,0.0003,0.0013,0.0042,0.027,0.0385,0.0031,0.0096,0.0057,0.0318,0.0223,0.0055,0.0754,0.0011,0.038,0.0164,0.0242,0.0112,0.0686,0.0193,0.0239,0.0447,0.0746,0.0579,0.0557
28.8622,0.0022,0.0384,0.0258,0.0546,0.219,0.0109,0.0017,0.0052,0.001,0.0004,0.0014,0.0052,0.026,0.0395,0.0032,0.0112,0.0065,0.0347,0.0183,0.0047,0.0702,0.001,0.0314,0.0129,0.0218,0.0099,0.0648,0.0193,0.0231,0.0503,0.0662,0.0625,0.0566
28.9456,0.0022,0.0376,0.0255,0.0577,0.2399,0.014,0.0025,0.0076,0.0012,0.0006,0.0018,0.0075,0.0269,0.0335,0.0042,0.014,0.0092,0.0373,0.0133,0.0038,0.0638,0.001,0.0271,0.0092,0.0167,0.0087,0.061,0.0174,0.0208,0.0521,0.0518,0.0642,0.0659
29.029,0.002,0.0336,0.0232,0.064,0.2598,0.0166,0.0034,0.0099,0.0013,0.0009,0.0021,0.0106,0.0237,0.0275,0.0045,0.0154,0.0117,0.0377,0.0108,0.0035,0.0552,0.0013,0.0266,0.0073,0.0136,0.0074,0.0607,0.0141,0.0184,0.0514,0.0408,0.0623,0.0785
29.1124,0.0017,0.0317,0.0197,0.0672,0.2659,0.021,0.0044,0.0106,0.0011,0.0011,0.0022,0.0132,0.0201,0.0289,0.0038,0.017,0.0121,0.0373,0.0113,0.0037,0.0495,0.0013,0.0241,0.0072,0.0133,0.0062,0.0624,0.0129,0.0174,0.05,0.0345,0.0586,0.0887
29.1958,0.0015,0.0302,0.02,0.0717,0.2724,0.025,0.0059,0.0114,0.0012,0.0013,0.0024,0.0162,0.0177,0.0278,0.0036,0.0164,0.0127,0.0372,0.0099,0.0032,0.041,0.0012,0.0199,0.0058,0.0122,0.0056,0.058,0.0107,0.0169,0.054,0.0279,0.0611,0.098
29.2793,0.0012,0.0327,0.0206,0.0711,0.2592,0.031,0.0079,0.0139,0.0015,0.0018,0.003,0.0206,0.0165,0.0258,0.004,0.0175,0.0152,0.0303,0.0099,0.0034,0.0395,0.0013,0.0155,0.0054,0.0095,0.0054,0.0575,0.0086,0.0146,0.0583,0.0215,0.0651,0.1107
29.3627,0.0011,0.0332,0.0222,0.0638,0.2398,0.0413,0.0112,0.0188,0.002,0.0031,0.0041,0.0279,0.0164,0.0243,0.0051,0.02,0.0194,0.0266,0.0104,0.0042,0.0381,0.0016,0.013,0.0055,0.0082,0.0054,0.0577,0.0076,0.0137,0.0636,0.0189,0.0689,0.1028
29.4461,0.0011,0.0321,0.0229,0.0667,0.2384,0.0505,0.0144,0.0216,0.0025,0.0044,0.0051,0.0386,0.0167,0.0187,0.0064,0.0217,0.0222,0.0206,0.0098,0.004,0.0328,0.0018,0.0089,0.0049,0.0058,0.0051,0.0551,0.0058,0.0107,0.0562,0.0142,0.0605,0.1197
29.5295,0.0012,0.0296,0.0217,0.0673,0.2221,0.0665,0.0208,0.0253,0.0032,0.0061,0.0064,0.0498,0.0152,0.0178,0.0079,0.0204,0.0255,0.0152,0.0095,0.0039,0.0275,0.002,0.007,0.0046,0.0053,0.0046,0.0549,0.0063,0.0105,0.0517,0.0132,0.0537,0.1232
29.6129,0.0015,0.0269,0.0191,0.0652,0.2161,0.0888,0.0271,0.027,0.0039,0.0069,0.0075,0.0538,0.0142,0.0162,0.0095,0.0182,0.0265,0.0117,0.0106,0.0038,0.0243,0.002,0.0049,0.005,0.0045,0.0047,0.0531,0.0067,0.0107,0.043,0.0127,0.0442,0.1296
29.6963,0.0016,0.026,0.0202,0.0557,0.1717,0.1086,0.0343,0.0374,0.0054,0.0083,0.0103,0.0739,0.0133,0.0157,0.0117,0.0199,0.0355,0.0106,0.0095,0.0033,0.0222,0.0022,0.0048,0.0045,0.004,0.0053,0.0595,0.0071,0.01,0.0404,0.0113,0.0411,0.1146
29.7797,0.0018,0.0274,0.0214,0.0478,0.1501,0.1211,0.0417,0.0384,0.0069,0.0098,0.0133,0.0811,0.0142,0.0148,0.0134,0.0224,0.0365,0.0092,0.0098,0.0031,0.0208,0.0024,0.0048,0.0044,0.0033,0.0053,0.0716,0.0071,0.0094,0.0356,0.0102,0.0357,0.1052
29.8632,0.002,0.0251,0.0223,0.0459,0.1481,0.1182,0.0427,0.038,0.0073,0.0099,0.0134,0.0839,0.0151,0.0175,0.0145,0.0254,0.0351,0.0104,0.0093,0.0029,0.0198,0.002,0.0041,0.0041,0.0034,0.0055,0.0698,0.0087,0.0116,0.036,0.0114,0.0351,0.1014
29.9466,0.002,0.0255,0.0253,0.0397,0.1278,0.1244,0.0545,0.0409,0.0094,0.0103,0.0162,0.0928,0.0167,0.0158,0.0171,0.026,0.0381,0.0107,0.0075,0.0026,0.0212,0.0023,0.0047,0.0034,0.003,0.0065,0.069,0.0082,0.0109,0.0334,0.01,0.0323,0.0917
30.03,0.002,0.0262,0.0284,0.0312,0.1129,0.1272,0.0599,0.0444,0.0114,0.0124,0.0196,0.0946,0.0201,0.0166,0.0205,0.0314,0.0416,0.0094,0.0069,0.0025,0.0219,0.0024,0.005,0.003,0.0027,0.0074,0.0698,0.0093,0.0109,0.0295,0.0104,0.0281,0.0801
30.1134,0.0021,0.0223,0.0275,0.034,0.1304,0.1176,0.0562,0.041,0.0101,0.0102,0.0162,0.0978,0.0206,0.0198,0.0165,0.0285,0.0382,0.0113,0.0067,0.0023,0.0201,0.0025,0.0063,0.003,0.0033,0.008,0.072,0.011,0.0127,0.0279,0.013,0.0262,0.0843
30.1968,0.0021,0.0232,0.0263,0.0349,0.1273,0.1292,0.0705,0.0327,0.0099,0.0085,0.0169,0.0911,0.0217,0.0192,0.0161,0.0305,0.0319,0.0115,0.0062,0.002,0.0214,0.0024,0.0073,0.0024,0.0032,0.0084,0.076,0.0103,0.0114,0.0234,0.0105,0.0217,0.0901
30.2802,0.0022,0.0221,0.0257,0.0357,0.142,0.13,0.0794,0.0308,0.0103,0.0079,0.0173,0.0923,0.0217,0.0165,0.0152,0.027,0.0306,0.0116,0.0054,0.0019,0.0191,0.0025,0.0079,0.0021,0.0028,0.0073,0.0716,0.0083,0.0091,0.0237,0.0078,0.0216,0.0907
30.3637,0.0023,0.0219,0.0263,0.0388,0.1579,0.1193,0.0702,0.0294,0.01,0.0074,0.0171,0.083,0.0212,0.0166,0.0133,0.0252,0.03,0.0127,0.0047,0.0017,0.0194,0.0025,0.0076,0.002,0.0029,0.0085,0.0757,0.0081,0.0095,0.0241,0.0082,0.0222,0.1004
30.4471,0.0027,0.0224,0.0275,0.0471,0.1798,0.0982,0.0562,0.0233,0.0099,0.0056,0.0167,0.0721,0.0228,0.0221,0.0114,0.0211,0.0236,0.0147,0.0039,0.0015,0.0191,0.0021,0.0091,0.0017,0.0039,0.0081,0.0748,0.0102,0.0125,0.0261,0.0107,0.0237,0.1152
30.5305,0.0028,0.0235,0.0291,0.0493,0.1861,0.0845,0.0466,0.0218,0.0092,0.0049,0.0168,0.0634,0.0258,0.0247,0.0119,0.0203,0.0221,0.0146,0.0039,0.0015,0.0194,0.0019,0.0078,0.0018,0.0044,0.008,0.077,0.0112,0.0147,0.0283,0.0132,0.0251,0.1247
30.6139,0.0029,0.023,0.029,0.0521,0.207,0.0698,0.034,0.0222,0.0073,0.0036,0.0131,0.0567,0.0254,0.0281,0.0099,0.0178,0.0225,0.0149,0.004,0.0014,0.0188,0.0017,0.0072,0.0019,0.0052,0.0075,0.0744,0.0125,0.0161,0.033,0.0155,0.0294,0.1322
30.6973,0.0028,0.0262,0.032,0.0524,0.1962,0.0612,0.0274,0.0234,0.0073,0.0031,0.013,0.0496,0.0264,0.0315,0.0088,0.0165,0.0233,0.0148,0.0044,0.0015,0.0208,0.0019,0.0079,0.0021,0.0057,0.0078,0.0774,0.0132,0.0167,0.0378,0.017,0.034,0.1358
30.7808,0.0029,0.0243,0.0343,0.0553,0.2234,0.0469,0.0203,0.0256,0.0074,0.0029,0.0125,0.0474,0.0266,0.0309,0.0093,0.0155,0.0249,0.016,0.0041,0.0014,0.0182,0.0018,0.007,0.0022,0.006,0.008,0.0621,0.0134,0.0164,0.0397,0.0185,0.0359,0.1389
30.8642,0.0031,0.0205,0.028,0.0638,0.2379,0.0401,0.0153,0.0238,0.0053,0.0023,0.0096,0.0425,0.0222,0.0338,0.0085,0.0151,0.0227,0.0169,0.0039,0.0015,0.0179,0.0017,0.0069,0.0024,0.007,0.0078,0.0591,0.0137,0.0176,0.0445,0.0212,0.0398,0.1436
30.9476,0.0035,0.0206,0.0258,0.0633,0.2267,0.0423,0.0164,0.0261,0.0061,0.003,0.0114,0.0459,0.0217,0.0323,0.0105,0.0185,0.0254,0.0168,0.0034,0.0015,0.0172,0.0018,0.0063,0.0021,0.007,0.007,0.0576,0.0139,0.0186,0.0481,0.0197,0.0435,0.1359
31.031,0.0028,0.0194,0.0274,0.0608,0.2257,0.04,0.0145,0.0282,0.0058,0.0032,0.0102,0.0451,0.0209,0.036,0.0101,0.0158,0.0272,0.017,0.0037,0.0015,0.0177,0.0017,0.0055,0.0028,0.0076,0.008,0.0556,0.0153,0.022,0.0506,0.0254,0.0484,0.124
31.1144,0.0032,0.021,0.0306,0.0592,0.1958,0.0396,0.0141,0.0328,0.0063,0.0035,0.0107,0.0512,0.0217,0.0375,0.0108,0.0177,0.0312,0.0202,0.004,0.0017,0.0184,0.0017,0.0054,0.0035,0.0082,0.0081,0.0508,0.0162,0.0247,0.0562,0.0282,0.0541,0.1119
31.1978,0.0031,0.0222,0.0326,0.0634,0.2114,0.035,0.0135,0.0296,0.0062,0.0031,0.0094,0.0493,0.023,0.0357,0.01,0.0168,0.028,0.0231,0.0043,0.0019,0.0192,0.0017,0.0052,0.0037,0.0085,0.0067,0.044,0.015,0.0233,0.061,0.0245,0.0594,0.1065
31.2812,0.0027,0.0229,0.0324,0.0656,0.2091,0.0317,0.0148,0.0338,0.007,0.0036,0.0099,0.0521,0.0236,0.0347,0.0113,0.0193,0.0318,0.0287,0.0048,0.0025,0.02,0.0023,0.0051,0.0042,0.0102,0.0058,0.0396,0.0143,0.0243,0.0573,0.0229,0.0559,0.0959
31.3647,0.0026,0.0215,0.0298,0.0755,0.2455,0.0261,0.0129,0.0278,0.0056,0.0027,0.0075,0.0444,0.0234,0.0337,0.0092,0.0144,0.0276,0.0288,0.0048,0.0028,0.0198,0.0025,0.0047,0.0051,0.0116,0.0048,0.0334,0.0139,0.0245,0.0569,0.0201,0.0582,0.0979
31.4481,0.0026,0.0192,0.0226,0.094,0.2735,0.0204,0.0099,0.0146,0.0039,0.0018,0.0051,0.0279,0.0196,0.0457,0.0061,0.0096,0.0149,0.0304,0.005,0.0032,0.0213,0.0022,0.0048,0.0056,0.0189,0.0039,0.0262,0.0172,0.0336,0.0511,0.0232,0.0539,0.1081
31.5315,0.0026,0.0177,0.0183,0.0999,0.302,0.0154,0.0085,0.0074,0.0025,0.0012,0.0037,0.0169,0.0193,0.0564,0.0041,0.0066,0.0082,0.025,0.0053,0.0035,0.0216,0.0017,0.0057,0.0058,0.0264,0.0031,0.0223,0.0218,0.0425,0.0432,0.0275,0.0469,0.1069
31.6149,0.0029,0.0166,0.0141,0.0981,0.2923,0.012,0.0065,0.004,0.0015,0.0008,0.0023,0.0109,0.0163,0.0744,0.0025,0.0047,0.0048,0.0196,0.0063,0.0038,0.0229,0.0015,0.0053,0.0063,0.0349,0.0023,0.0228,0.0281,0.0571,0.0431,0.0313,0.0489,0.1011
31.6983,0.0029,0.0155,0.0127,0.1071,0.3008,0.0089,0.005,0.0026,0.0012,0.0006,0.0017,0.0076,0.013,0.0712,0.0019,0.0031,0.0034,0.0177,0.0064,0.0036,0.0217,0.0015,0.005,0.0065,0.037,0.0019,0.0198,0.0274,0.0558,0.0442,0.0292,0.0531,0.11
